Word	Counts
Onew	111
emotional	111
joining	111
attended	111
door	110
Had	110
exposure	110
Jackson	110
criticize	110
flat	110
heads	110
finish	110
trashy	110
Bum	110
criticism	110
publicly	110
netizen	110
perfectly	110
rise	110
Chang	110
Unpretty	110
reminds	110
dongseng	109
cm	109
smoke	109
messages	109
carry	109
Duksun	109
models	109
2014	109
21	109
Whenever	109
exiled	109
kkot	109
reach	109
ㅎㅎㅎㅎ	108
dogs	108
Tablo	108
Might	108
pulling	108
reached	108
chaebol	108
Whoever	108
treating	108
military	108
moves	108
voluntarily	108
oppas	108
Stars	108
necessarily	108
Baby	108
Kahi	108
J	108
BI	108
moving	108
notes	108
deals	108
Right	107
explanation	107
finger	107
included	107
sites	107
V	107
meat	107
worrying	107
dropping	107
badly	107
meal	107
hoping	107
plays	107
cruel	107
Wouldn	107
uncle	107
friendly	106
Heard	106
Stupid	106
BEG	106
Out	106
mask	106
classy	106
modern	106
ㅜㅜㅜㅜ	106
via	106
pig	106
Kiko	105
wasting	105
marrying	105
solos	105
fancam	105
count	105
Asia	105
ilbe	105
loud	105
near	105
memories	105
cat	105
sounded	105
frustrated	105
90	105
tier	105
thoughtless	105
Eum	104
dieting	104
Back	104
draw	104
utter	104
SNL	104
mothers	104
Considering	104
shorts	104
apparently	104
Aside	104
Core	104
bra	103
congratulate	103
decide	103
Unless	103
sentiment	103
limit	103
loyal	103
clothing	103
management	103
Epik	103
Journalists	103
Newsen	103
Thanks	103
Sejung	103
reminded	103
Junghwan	103
Bogum	102
Mi	102
replied	102
sisters	102
missed	102
Make	102
form	102
broken	102
Meanwhile	102
eyelid	102
USD	102
Source	102
naive	102
Bomi	102
Pann	102
opposite	101
false	101
trained	101
wears	101
headlines	101
Boy	101
Inho	101
specifically	101
nugus	101
Gura	101
MCing	101
SES	101
uniform	101
confirm	101
X	101
panties	101
Media	101
Jiyoon	100
Jieun	100
selca	100
Sub	100
reflected	100
seconds	100
passing	100
Gotta	100
500	100
creating	100
Teddy	100
Produce	100
Happy	99
unnis	99
yours	99
lunch	99
masculine	99
ZE	99
breasts	99
cake	99
dressing	99
include	99
 	99
Sports	99
debt	99
Gayo	99
defending	99
Hey	99
Gyuri	99
helping	99
rejected	99
News	99
voices	99
exposed	98
photoshop	98
Mir	98
press	98
Boys	98
Put	98
lessons	98
gaze	98
Seventeen	98
Kyungri	98
Hit	97
Byul	97
Yedam	97
East	97
backs	97
weather	97
Akdong	97
ground	97
genre	97
judges	97
agreed	97
flower	97
invited	97
happily	97
warm	97
Remember	97
parlor	97
80	97
Zeze	97
teen	97
sly	97
drinks	97
graduated	97
Sometimes	96
requests	96
mentality	96
Hilarious	96
friendship	96
literally	96
Bo	96
harsh	96
Better	95
smiles	95
Ara	95
feminine	95
posting	95
youth	95
planned	95
brag	95
revealing	95
lovers	95
Eh	95
stream	95
sued	95
bangs	94
Noh	94
partner	94
dorm	94
winter	94
fights	94
Tiger	94
surprise	94
sticks	94
shit	94
prostitution	94
Hyomin	94
beating	94
heavy	94
shaking	94
whose	94
misunderstanding	94
baem	94
comparing	94
70	94
grats	94
princess	94
struggling	94
Heung	93
bastard	93
jokes	93
betrayed	93
opened	93
trends	93
precious	93
Shows	93
voting	93
board	93
tches	93
nearly	93
fill	93
dancers	93
parent	93
chicken	93
identity	92
Tyler	92
Leave	92
mentally	92
piss	92
facts	92
bored	92
added	92
schools	92
created	92
teeth	92
Siwon	92
offer	92
smell	92
sexiness	92
♥♥	92
Taetiseo	92
ban	92
doctor	92
naked	92
ignored	92
Doojoon	92
grades	91
hunt	91
funnier	91
field	91
constantly	91
accusing	91
complain	91
provocative	91
Kyu	91
ate	91
huh	91
toned	91
sponsored	91
bag	91
switch	91
Fu	91
blow	91
forgive	91
followed	90
confidence	90
discovered	90
poorly	90
resolved	90
setting	90
traditional	90
sync	90
moved	90
Mirae	90
attack	90
affair	90
teachers	90
begging	90
pursue	90
posted	90
2012	90
canceled	90
freedom	90
mini	90
26	90
35	90
satisfied	90
effect	90
Kong	90
Fan	90
untalented	90
positively	89
afford	89
acknowledge	89
planning	89
salon	89
grab	89
JellyFish	89
rated	89
Orange	89
milk	89
sharing	89
tacky	89
Dal	89
Il	89
tax	89
Enough	88
cream	88
Beyonce	88
stressed	88
praising	88
shared	88
refused	88
Yup	88
studied	88
Money	88
plan	88
balance	88
pure	88
Quite	88
climb	88
Simon	88
unnatural	88
crossed	88
spotted	88
stealing	88
22	88
Hot	88
manipulated	88
testing	88
genes	88
assumed	88
syncing	88
Dongho	88
aged	88
waters	88
appearance	88
Changmin	87
deserved	87
failing	87
dresses	87
honey	87
entirely	87
Farewell	87
mindset	87
treats	87
fails	87
racist	87
teach	87
mysterious	87
Eunjung	87
disappeared	87
plans	87
San	87
criticizing	87
expecting	87
By	87
arm	87
Live	86
Shik	86
lovely	86
stripping	86
shape	86
knowledge	86
entrance	86
affect	86
solution	86
Here	86
series	86
Chan	86
Strong	86
whining	86
individually	86
NCT	86
sentence	86
visiting	86
mouths	86
alike	86
Lizzy	85
exciting	85
loyalty	85
profile	85
youthful	85
speed	85
doll	85
Made	85
succeed	85
aware	85
backburner	85
conditions	85
costs	85
hurts	85
feet	85
plane	85
Supporting	85
animals	85
beyond	85
built	85
survival	84
queen	84
Um	84
jacket	84
fanclub	84
app	84
animal	84
em	84
prepare	84
OSEN	84
laws	84
sucked	84
demanding	84
cakes	84
murder	84
environment	84
differently	84
Sehun	84
praised	84
personalities	84
rush	83
staring	83
choosing	83
passion	83
places	83
thankful	83
merely	83
restaurant	83
hopefully	83
demand	83
promo	83
irresponsible	83
tastes	83
ad	83
sides	83
amazed	83
messing	83
invest	83
Taiwanese	83
Getting	83
tight	83
pulls	83
score	83
O	83
mix	83
bi	83
flutter	83
learning	83
violence	83
Shabet	82
problematic	82
Superstar	82
tear	82
flies	82
appeal	82
cars	82
teasers	82
World	82
mixed	82
accuse	82
Top	82
feedback	82
struggle	82
appropriate	82
Very	82
trophy	82
eats	82
King	82
cutting	82
siblings	82
Sarang	82
split	81
logic	81
jump	81
Tsk	81
insist	81
Rest	81
Personally	81
joy	81
forties	81
Sewol	81
enlisting	81
threatened	81
Having	81
physically	81
quickly	81
accepted	81
divided	81
atmosphere	81
ill	81
swears	81
switched	81
CJ	81
shopping	81
sky	81
commenters	80
farewell	80
blew	80
enlistment	80
allow	80
hook	80
consistently	80
value	80
27	80
Ferry	80
CLC	80
kidding	80
Christmas	80
fanbase	80
rude	80
digitally	80
screaming	79
grandma	79
pretending	79
bride	79
cellphone	79
invite	79
forehead	79
P	79
machine	79
babies	79
led	79
Unni	79
Already	79
titles	79
tweet	79
sunglasses	79
Chae	79
spring	79
hardest	79
cheeks	79
harm	79
energy	79
consistent	79
Empire	79
Saw	79
benefit	79
sons	79
various	79
rape	79
clicked	78
Secret	78
assaulted	78
forgot	78
intimidating	78
throughout	78
SMTM	78
likable	78
bus	78
Huh	78
Sook	78
suit	78
Santa	78
IAC	78
AkMu	78
BAP	78
Musician	78
DO	78
Year	78
wide	78
ring	77
biased	77
Truly	77
records	77
Cho	77
killing	77
stood	77
ripped	77
banned	77
directly	77
whine	77
However	77
Crying	77
ounce	77
fish	77
fond	77
exact	76
hang	76
chic	76
Un	76
rushed	76
wing	76
ch	76
chooses	76
adding	76
trophies	76
Bing	76
collab	76
sl	76
logo	76
promised	76
28	76
Last	76
Wendy	76
trending	76
o	76
slot	76
200	76
Bad	76
extreme	76
February	75
safety	75
source	75
faster	75
Dara	75
decisions	75
daughters	75
excessive	75
Screw	75
owner	75
petty	75
eh	75
offered	75
announced	75
uglier	75
loses	75
investigation	75
reporters	75
checking	75
Judging	75
ignoring	75
neck	75
Mister	75
screencaps	75
lucked	75
featured	75
negatively	75
brave	75
Down	75
Awards	75
donate	75
guarantee	75
March	75
automatically	74
January	74
seat	74
direct	74
accused	74
rising	74
fancafe	74
pictorials	74
breath	74
Sohye	74
candy	74
medical	74
assume	74
ruins	74
design	74
Sungjae	74
practicing	74
Heo	74
pose	74
remains	74
sounding	74
romantic	74
crush	74
ranks	74
stretch	74
build	74
December	74
landed	74
rip	74
extent	73
Keep	73
drag	73
contestants	73
Oppa	73
Concert	73
feed	73
taught	73
lasting	73
favor	73
Baro	73
FinKL	73
filed	73
sat	73
note	73
driver	73
Pathetic	73
meets	73
Going	73
road	73
graduation	73
lover	73
exclusive	73
shielded	73
mostly	72
comedy	72
runs	72
cost	72
weekend	72
unexpected	72
colleges	72
Female	72
direction	72
invested	72
gaining	72
speaks	72
regarding	72
regardless	72
improving	72
package	72
plenty	72
annoying	72
triplets	72
rolling	72
stylist	72
office	72
shake	72
dragging	72
Kies	72
Eunbi	72
react	72
Chen	71
grave	71
adorable	71
box	71
cup	71
anger	71
hypocritical	71
slave	71
butts	71
Jealous	71
solve	71
Truedy	71
finished	71
June	71
lonely	71
2nd	71
statements	71
graduate	71
discharged	71
Sechs	71
Kind	71
efforts	71
stocks	71
Rap	71
tvN	70
riding	70
gun	70
dealing	70
featuring	70
hanbok	70
condition	70
surely	70
figures	70
security	70
staged	70
language	70
Surprised	70
complex	70
kimchi	70
fooled	70
weirder	70
bound	70
asleep	70
sees	70
29	70
Yook	70
preview	70
term	70
H	70
proving	70
boyfriends	70
benefits	70
5th	70
remembered	70
2AM	70
conversation	70
downfall	70
relate	70
malicious	70
bye	70
swollen	69
provide	69
competing	69
Apparently	69
interesting	69
Same	69
transfer	69
Billboard	69
Sora	69
greet	69
Male	69
composers	69
standard	69
Hwi	69
Sungmin	69
Code	69
prostitutes	69
Nowadays	69
flopped	69
calm	69
overcome	69
soul	69
mark	69
multiple	69
hat	68
signs	68
Pledis	68
taxes	68
repeat	68
ploy	68
Wei	68
composing	68
honor	68
Tang	68
catching	68
proved	68
believed	68
shotgun	68
delete	68
July	68
rely	68
depressed	68
Minkyung	68
Caramel	68
brothers	68
jumping	68
Family	68
Next	68
Little	68
muscles	68
Q	68
Asians	68
cries	68
duet	67
nickname	67
recovery	67
Mr	67
Wu	67
Glad	67
Thailand	67
OST	67
explained	67
subway	67
breakdown	67
Kangnam	67
stable	67
exposing	67
monsters	67
Xiumin	67
crossing	67
Also	67
scriptwriters	67
file	67
helps	67
slow	67
Dad	67
ballads	67
nicely	66
Bieber	66
department	66
tend	66
fangirl	66
soccer	66
edit	66
cheating	66
padding	66
affected	66
theirs	66
hall	66
Haru	66
temper	66
cancer	66
paths	66
prostitute	66
boobs	66
homepage	66
glamorous	66
belongs	66
gag	66
betrayal	66
delinquent	66
workers	66
pity	66
player	66
outlet	66
scandalous	66
Cute	66
Hyungshik	66
grade	66
bat	66
tweets	66
bones	66
Lady	65
dissing	65
porno	65
Forget	65
Cool	65
foolish	65
Yi	65
commenting	65
Cheetah	65
proven	65
parties	65
threatening	65
background	65
moreso	65
cuts	65
brands	65
outgoing	65
earning	65
strict	65
Honey	65
scale	65
ajummas	65
items	65
responded	65
outright	65
Haeri	65
Over	65
unnecessary	65
Shinbi	65
Night	65
investigated	65
Yerin	65
bizarre	65
cooking	64
Normally	64
divorced	64
coffee	64
tweeted	64
thinner	64
respond	64
studies	64
Jaekyung	64
levels	64
Hyelim	64
theater	64
required	64
route	64
material	64
stepped	64
Unlike	64
iljins	64
square	64
2016	64
Wan	64
item	64
excellence	64
confused	64
300	64
visited	64
goal	64
Seulgi	64
picks	64
scammer	64
Duble	64
Sidekick	64
genius	64
Hoping	63
nuts	63
hundred	63
perverted	63
gif	63
services	63
fear	63
See	63
salons	63
rotten	63
fluent	63
bragging	63
musician	63
filmed	63
psychological	63
gold	63
poster	63
4th	63
angle	63
demanded	63
Yeonjung	63
familiar	63
lazy	63
retire	63
Da	63
depression	63
fortunate	63
Rin	62
roll	62
preference	62
Gentleman	62
asks	62
across	62
hardcore	62
paparazzi	62
section	62
determined	62
space	62
revenge	62
shave	62
lawyer	62
bothered	62
speechless	62
competitive	62
Taiwan	62
Heirs	62
liberation	62
Yoseob	62
beforehand	62
incident	62
KISS	62
3rd	62
laughable	62
sucking	62
combo	62
abs	62
particularly	62
Growl	62
flashy	62
reaction	62
unstable	62
beings	61
shields	61
poop	61
Venus	61
realizing	61
Plastic	61
differentiate	61
Total	61
thousand	61
Gee	61
2010	61
moments	61
Unfortunately	61
belong	61
escape	61
Jihyo	61
dragged	61
cuter	61
greeting	61
exercise	61
habit	61
heartwarming	61
addicted	61
cats	61
Grats	61
crazed	61
connected	61
slept	61
particular	61
hurting	61
Boyfriend	61
Starship	61
hype	60
unpopular	60
suspect	60
blue	60
conference	60
succeeded	60
sweep	60
listed	60
skirts	60
rival	60
Gayoon	60
Damn	60
Yifan	60
dozens	60
injury	60
fate	60
bury	60
Gugudan	60
admitting	60
1st	60
Couldn	60
fired	60
Haha	60
argue	60
pretend	60
fixing	60
minority	60
grabbed	60
auditions	60
ages	60
Ladies	60
reliant	60
girlfriends	60
traitors	60
Davichi	59
enjoys	59
resemble	59
Hate	59
Disgusting	59
magazine	59
arguing	59
stubborn	59
Yeo	59
traitor	59
Sungso	59
Taeyong	59
choke	59
impressive	59
possibly	59
Cheese	59
suing	59
sooner	59
areas	59
laughter	59
Dumb	59
worries	59
Eugene	59
druggie	59
advance	59
limited	59
offers	59
Guess	59
reject	59
Loving	59
fingers	59
ID	59
nowhere	59
viewed	59
dying	59
tactic	59
minds	59
predict	59
Hurry	59
passes	59
rage	58
sane	58
overboard	58
blonde	58
blocking	58
wasted	58
foot	58
ordered	58
smiled	58
seven	58
cking	58
pilot	58
showcase	58
struggles	58
financial	58
Daniel	58
Countdown	58
twins	58
Daejun	58
stole	58
Immortal	58
Daesung	58
covering	58
Europe	58
charge	58
ideas	58
investigate	58
reports	58
Acting	58
disorder	58
disbanding	58
undeniable	58
Life	58
IC	58
tag	58
meaningless	58
golden	57
intent	57
realizes	57
disgusted	57
20s	57
misunderstandings	57
musicals	57
suspicions	57
Unfortunate	57
apartment	57
wrist	57
opens	57
romance	57
dumped	57
During	57
broadcasts	57
lady	57
Descendants	57
holiday	57
soju	57
pro	57
provided	57
Yookyung	57
feature	57
starving	57
Woohyun	57
skirt	57
deliver	57
Ivy	57
procedures	57
hush	57
triple	57
7th	57
CCM	57
Dating	57
Zinger	57
distinctive	57
raps	57
clarified	56
Iris	56
Cream	56
pool	56
station	56
Stellar	56
capable	56
fooling	56
fantasy	56
Giha	56
believing	56
directors	56
struggled	56
owns	56
CSJH	56
winners	56
penalty	56
prices	56
Three	56
rules	56
muscle	56
privacy	56
Public	56
grows	56
tards	56
neighborhood	56
rain	56
October	56
toilet	56
committing	55
puppy	55
compose	55
Ra	55
yes	55
bow	55
musicality	55
situations	55
porn	55
Yub	55
superior	55
matured	55
dust	55
Nave	55
meanwhile	55
comfortably	55
Uhh	55
ㅜㅜㅜㅜㅜ	55
hmm	55
cross	55
lawsuits	55
crawl	55
returned	55
delayed	55
drawing	55
bear	55
comparable	55
ear	55
genres	55
accidents	55
99	55
hole	55
blog	55
concerned	55
1N2D	55
lay	55
target	55
awe	55
exists	55
S	55
promotes	55
Wooyoung	55
Camp	55
childish	55
supposedly	55
upright	55
LE	54
Tak	54
outlets	54
earns	54
kicking	54
Usually	54
landing	54
refuses	54
ability	54
carried	54
download	54
drops	54
taller	54
niece	54
arts	54
broker	54
severely	54
fed	54
Huk	54
Soojung	54
loser	54
fishy	54
wishing	54
advice	54
volunteer	54
games	54
cultural	54
spoon	54
chips	54
VIPs	54
laying	54
tells	54
shorter	54
autograph	54
fly	54
bottle	54
behavior	54
crawling	54
Cherry	53
stays	53
August	53
opposed	53
imagined	53
saint	53
inducing	53
searched	53
600	53
N	53
Eyes	53
TS	53
Flower	53
confidently	53
Yoojung	53
mood	53
instruments	53
users	53
nominated	53
believes	53
combined	53
Brown	53
minded	53
nine	53
Healing	53
instant	53
freely	53
protecting	53
Yoojoo	53
throws	53
Work	53
continuing	53
plagiarizing	53
writes	53
September	53
Try	53
coordis	53
appearances	53
attempt	53
enlisted	53
Prince	53
doctors	53
reporting	53
Scriptwriter	53
punishment	53
Crush	53
Cosmic	53
continued	53
jackpot	53
ticket	53
photographer	53
According	53
disappearing	53
styling	53
stock	53
versions	53
crown	52
feather	52
postponed	52
noses	52
Yeri	52
beats	52
jealousy	52
starve	52
minimum	52
heck	52
CEOs	52
Yun	52
cigarette	52
expose	52
cancel	52
Blossom	52
informally	52
rep	52
hypocrisy	52
memorable	52
rocks	52
octopus	52
card	52
credit	52
90s	52
Jiyong	52
Shinsadong	52
ads	52
gagman	52
fees	52
Superman	52
Niel	52
Hanteo	52
reporter	52
scheduled	52
scammed	52
drank	52
worn	52
boycott	52
Jooyeon	52
signed	52
convenience	52
resolve	52
passionate	52
Gu	52
differences	52
stressful	52
memory	52
factory	52
rib	52
affairs	51
Busan	51
chat	51
compete	51
electronic	51
classmates	51
Kitti	51
stores	51
donated	51
separately	51
beauties	51
blinded	51
ed	51
Hasn	51
describe	51
cringeworthy	51
skip	51
Turkey	51
usual	51
reckon	51
bite	51
ghost	51
delicious	51
webcam	51
RiSe	51
studio	51
verge	51
esteem	51
sports	51
political	51
coincidence	51
handling	51
beautifully	51
balls	51
indie	51
ambulance	51
blindly	51
bar	51
surrounding	51
fainted	51
hyungs	51
Bye	50
innocence	50
positions	50
officials	50
pissing	50
lets	50
wash	50
definite	50
rug	50
Taehyun	50
screencap	50
killer	50
sexier	50
flow	50
swept	50
clubs	50
racism	50
Alone	50
SPICA	50
Could	50
Stardom	50
aging	50
considerate	50
luxurious	50
38	50
existed	50
jeez	50
CCTV	50
religion	50
tied	50
Nara	50
heaven	50
headed	50
Jennie	50
teaching	50
CD	50
bags	50
hoped	50
2009	50
mic	50
centered	50
baseball	50
stolen	50
closed	50
MR	49
connection	49
worldwide	49
Ta	49
likely	49
deeper	49
10th	49
diets	49
Chungha	49
thoroughly	49
scripted	49
Dok2	49
Blue	49
location	49
botox	49
choding	49
evil	49
global	49
conservative	49
vibe	49
1997	49
town	49
overshadowed	49
blocked	49
streaming	49
Zion	49
sort	49
Proud	49
obsession	49
supports	49
Nayeon	49
understandable	49
kissing	49
Jeju	49
Guys	49
daily	49
sets	49
blamed	49
pitiful	49
betray	49
Jinwoon	49
sunbae	48
Monday	48
documentary	48
pray	48
Inha	48
begins	48
fitting	48
ramen	48
intimidated	48
trips	48
nail	48
grandmother	48
icon	48
shove	48
happier	48
Gaon	48
responding	48
wounds	48
judged	48
practiced	48
uniforms	48
outstanding	48
foundation	48
factor	48
2011	48
unable	48
Gummy	48
♥♥♥	48
mirror	48
exchange	48
relevant	48
47	48
faint	48
musicians	48
bitter	48
odd	48
elements	48
typical	48
shaved	48
employees	48
expressing	48
sudden	48
hopes	48
host	48
noisy	48
feeding	48
acknowledged	48
classes	48
contacted	48
gifted	48
applause	48
disabled	48
saving	47
abused	47
investment	47
shower	47
Kick	47
chin	47
Shim	47
nor	47
Byun	47
suspected	47
develop	47
pace	47
wave	47
pointless	47
arrested	47
Bestie	47
nude	47
400	47
throat	47
detail	47
Ryeowook	47
bait	47
Sones	47
lighting	47
clip	47
Fiestar	47
dissed	47
concern	47
nevermind	47
Hoya	47
titled	47
spirited	47
runner	47
writer	47
Paris	47
reads	47
reunite	47
Kill	47
34	47
snacks	47
toe	47
hungry	47
Soul	47
ultimately	47
stone	47
rule	47
Putting	47
Sana	47
fathers	47
stepping	47
